"subq","tags"
"G12quad_15x15","180397 180398 180399 22228 67406 67407 67408 67576"
"G12quad_15x5","180129 22250 67423 67425"
"G12quad_5x0","180109 180110 180111 22337 22343 22345 67375 67376 67417"
"G12quad_5x10","180138 180139 22309 22311 22313 22317 67399 67400 67401"
"G12quad_5x15","180387 180388 22305 67397"
"G12quad_5x5","180130 22335 67367 67368 67371 67372 67373 67420 67421"
"G13quad_0x0","180196 180197 180198 180199 180200 22437 67437 67438 67440"
"G13quad_0x10","180156 180157 180162 180164 67479 67486"
"G13quad_0x15","22463 22465 22467 67485 67489 67493 84988 84989 84990 84991 84992 84993 84994 84995"
"G13quad_0x5","180165 180166 180167 180168 67444 67445 67447 67448 67452 67454 67513"
"G13quad_10x0","180186 180187 22507 67541 67542 67544 67545"
"G13quad_10x10","180122 180123 180124 22489 67520 67522"
"G13quad_10x15","22370 22372 50184 67498 67525 84982 84983 84984 84985"
"G13quad_10x5","180151 180171 180172 180173 180174 180175 180176 22350 22352 22356 22404 50162 67549 67551 67552 67559 67560"
"G13quad_15x0","180183 180184 180185 22408 67562 67571 67572 67573 67574 67575"
"G13quad_15x10","22382 67534 84956"
"G13quad_15x15","22366 22374 22378 22384 22390 22568 67526 67532 67536 67537 67539 84951 84952 84953 84954 84978 84979 84980 84981"
"G13quad_15x5","180177 180178 180180 180181 180182 185900 22394 67555 67557 67561 67563 67567"
"G13quad_5x0","180188 180189 180190 180191 180192 180193 180194 180195 22439 22503 22505 67470 67477"
"G13quad_5x10","180125 180158 180159 180160 180161 180163 22487 22491 22493 67501 67509"
"G13quad_5x15","67494 67499 84986 84987"
"G13quad_5x5","180152 180153 180154 180155 180169 180170 22495 22499 67457 67458 67459 67461 67462 67514"
"G14quad_0x0","22583 22585 67579 84949 84950"
"G14quad_0x10","20372 20374 22605 22625 64968 67605 67606 67609 67610 67611 67612 67614 84902 84903"
"G14quad_0x15","22631 67615 67616 67617 67618 67623 84996 84997 84998 84999"
"G14quad_0x5","22587 22589 22591 22595 22597 22599 50156 67582 67584 67586 84901 84926 84927 84928 84929 84930"
"G14quad_10x0","22494 84943 84944"
"G14quad_10x10","22510 22512 22518 22635 67638 67646 67648 67649 84907 84909 84910"
"G14quad_10x15","22536 22637 67632 67651 67652 67653 67654 67656 84917 84919 84921"
"G14quad_10x5","22500 22506 22661 67682 84935 84936 84937 84938"
"G14quad_15x0","22566 67528 67674 67690 67692 67693 84941 84942"
"G14quad_15x10","22520 22538 22544 22548 22552 67662 67663 67664 67667 67668 67669 67670 69631 84908 84911 84913"
"G14quad_15x15","84914 84915 84916"
"G14quad_15x5","22504 22554 22556 67684 67685 67686 67687 67688 67689 84939 84940"
"G14quad_5x0","67595 67598 67601 67603 67604 84945 84946 84947 84948"
"G14quad_5x10","67637 67640 84904 84905 84906"
"G14quad_5x15","22613 22619 22639 67627 84918 84920 84922 84923 84924 84925 85000"
"G14quad_5x5","22649 67593 67594 67642 84931 84932 84933 84934"
"G15quad_0x0","22684 22688 22728 67624 67694 67695 67696 67699 67703 67704 82309 82310 82311 82312 82313 82315 82316 82317"
"G15quad_0x10","67708 82266 82267 82268"
"G15quad_0x15","67734 67735 69812 82235 82236 82237 82240"
"G15quad_0x5","22692 22694 67707 82265"
"G15quad_10x0","22973 22975 22977 22979 22981 67634 67722 67725 67912 67913 67915 67917 82251 82321 82322 82323 82324 82325 82326"
"G15quad_10x10","22710 22726 23013 23015 67759 67760 67766 67767 67768 67769 67770 67775 67931 82101 82226 82245 82246 82247"
"G15quad_10x15","23043 23045 67776 67778 67780 67781 67782 67783 82241"
"G15quad_10x5","23007 67914 67918 67920 67921 67922 67924 67925 67927 67928 67929 82255 82256 82257 82258 82259 82260 82261"
"G15quad_15x0","22542 22985 22987 22991 22993 22999 67908 67909 67939 67941 67942 67943 67944 67948 67949 67950 67952 67953 67954 82252 82253"
"G15quad_15x10","23027 23029 23031 23033 23035 23037 23039 67905 67906 82228 82229 82230 82231"
"G15quad_15x15","67785 67793 67794 67798 67799 67903 82227 82232 82243 82244"
"G15quad_15x5","23025 67907 67932 67933 67934 67936 67937 82254"
"G15quad_5x0","67628 67723 82318 82319 82320"
"G15quad_5x10","67713 67717 67718 67751 67754 67755 67756 67758 82248 82249 82250 82269 82270 82271 82272 82273 82274 82275"
"G15quad_5x15","23017 23019 82233 82234 82239"
"G15quad_5x5","67705 67709 67710 67712 67715 67716 82262 82263 82264"
"H00quad_0x0","187478 187479 187480 187481 187482 187483 65270 65272 9170 9176"
"H00quad_0x10","187453 58860 58861 65273 9234"
"H00quad_0x15","190881 9232"
"H00quad_0x5","187464 187465 65256"
"H00quad_10x0","65114 65115"
"H00quad_10x10","187456 187458 187462 50223 50295 65109 65111 65112 65282 9256"
"H00quad_10x15","50224 65280"
"H00quad_10x5","187451 187452 187468 187469 187470 50219 65120 9216 9218"
"H00quad_15x0","9200"
"H00quad_15x10","187459 190876 65101 65103 65105 65281 9208"
"H00quad_15x15","190877 9242"
"H00quad_15x5","187471 187472"
"H00quad_5x0","187473 187474 187475 187476 187477 65266 65269"
"H00quad_5x10","187454 187457 187460 187461 187463 50221 50293 65276 65285 65288 65293"
"H00quad_5x15","190878 190879 190880 65277 65278 9236"
"H00quad_5x5","187466 187467 9224"
"H01quad_0x0","192651 192652 65131 65132 65135 9274 9278 9282 9284 9286"
"H01quad_0x10","192667 192668 65152 65160"
"H01quad_0x15","187484 187485 187486 187487 187488 65155 9300 9340"
"H01quad_0x5","192666 50232 65136"
"H01quad_10x0","192653 192654 192655 192656 65185"
"H01quad_10x10","192671 192672 65178 65179 65180"
"H01quad_10x15","187491 187492 187493 65161 65181"
"H01quad_10x5","9302 9304"
"H01quad_15x0","192657 192658 65183 65300"
"H01quad_15x10","187498 187499 187500 192673 65177"
"H01quad_15x15","187494 187495 187496 187497 65163 65369 9356"
"H01quad_15x5","192659 192660 65184 65188 65189 65193 65194 9308 9312 9314"
"H01quad_5x0","65147 65149 9294"
"H01quad_5x10","192669 192670 9334"
"H01quad_5x15","187489 187490 189440 65154 65320 9338 9344 9350"
"H01quad_5x5","192661 192662 192663 192664 192665 65137 65140 65141 65142"
"H02quad_0x0","184796 65301 9392 9398"
"H02quad_0x10","185758 185760 185763 185764 65308 65323 65346 65347 65349 65350 9362 9404 9426"
"H02quad_0x15","185788 185789 65327 65329 65332 65333 9420 9424"
"H02quad_0x5","185757 185765 65302 65306 9386"
"H02quad_10x0","185771"
"H02quad_10x10","185759 185776 185777 185778 185779 185780 65342 65344 65361 65363 9422"
"H02quad_10x15","185783 185785 185786 185787"
"H02quad_10x5","185751 185752 185753 185754 185755 185766 65374 9368"
"H02quad_15x0","184769 185770"
"H02quad_15x10","185781 185782"
"H02quad_15x15","65354 9428 9430 9432 9434"
"H02quad_15x5","185767 185768 65375"
"H02quad_5x0","185772 185773 185774 185775 65319 9376 9380"
"H02quad_5x10","185761 185762 65348 9410"
"H02quad_5x15","65337 65338 9412"
"H02quad_5x5","185756 65310 65311 65312 65313 65314"
"H03quad_0x0","184715 184716 184717 65381 65384 65386"
"H03quad_0x10","184780 184781 184782 184783 184784"
"H03quad_0x15","184794 184795 65404 9558"
"H03quad_0x5","184777 184778 184779"
"H03quad_10x0","184711 184712 65444 9472 9474"
"H03quad_10x10","184790 65440"
"H03quad_10x15","184799"
"H03quad_10x5","184701 184702 184703 184704 65435 9500"
"H03quad_15x0","184707 184708 184709 184710 65441 65458 9460 9464"
"H03quad_15x10","65433 65434 9506 9508 9510"
"H03quad_15x15","184791 184792 65427 65429 65430 65431 9518 9520"
"H03quad_15x5","184705 184706 65452 65453 65454 65456 9502"
"H03quad_5x0","184713 184714 65395 65397"
"H03quad_5x10","184785 184786 184787 184788 184789 184800 65390 65415 65416 65418 9538"
"H03quad_5x15","184793 65407 65408 65409 65410 65411 9522 9526 9528 9534"
"H03quad_5x5","184776 9490 9492 9494"
"H04quad_0x0","181626 181627 181628 181629 65461 65475 9574 9763"
"H04quad_0x10","181351 181353 183254 183255 65476 65490 65492 9640"
"H04quad_0x15","181807 181808 181809 181810"
"H04quad_0x5","183253 183256 183257 183258 183259 65465 9650"
"H04quad_10x0","189429 65532 9584"
"H04quad_10x10","181361 181362 65517 9626"
"H04quad_10x15","181803 189433 65494 65519 65520 65522 65524 9622"
"H04quad_10x5","181641 65535 65537 65538 65545"
"H04quad_15x0","181633 181634 181635 65555"
"H04quad_15x10","181445 189437 65502 65503 65506 9608 9610"
"H04quad_15x15","181801 181802 65495 65500 9618 9734"
"H04quad_15x5","181636 181637 181638 181639 181640 189438 65544 65547 65549 65553 9596"
"H04quad_5x0","181630 181631 181632 9530 9568 9570 9576 9662"
"H04quad_5x10","181354 181355 181356 181357 181358 181359 181360"
"H04quad_5x15","181804 181805 181806 65478 65480 65574 9632"
"H04quad_5x5","183251 183252 183260 65468 65469 65488 9602 9652 9654"
"H05quad_0x0","181643 181644"
"H05quad_0x10","181658 181659 181660 65593 65594 65595 9782 9786 9788"
"H05quad_0x15","183261 183262 183263 183264 183265 183266 183267 65657"
"H05quad_0x5","181657 189435 65559 65560 9794"
"H05quad_10x0","65567 65622 9674 9682 9684 9686 9688"
"H05quad_10x10","181663 181664 181665 181666 181667 181668 181669 181697 65617"
"H05quad_10x15","183271 183272 183273 65599 9758 9760 9764"
"H05quad_10x5","181651 181652 181653 181654 65565 65626 65628 65629 9696 9698 9702"
"H05quad_15x0","181646 9732"
"H05quad_15x10","181670 181671 181672 181673 181674 181675 189428 65604 65606 65608 65609 65612 65614 65631 9718 9720 9722 9736 9742"
"H05quad_15x15","65600"
"H05quad_15x5","181647 181648 181649 181650 65630 65632 65637 65638"
"H05quad_5x0","181645 65568 65571 65572 9668 9670 9672"
"H05quad_5x10","181661 181662 65590"
"H05quad_5x15","183269 183270 65586 65587 9770 9802"
"H05quad_5x5","181655 181656 65561 65563 65566 9678"
"H06quad_0x0","181363 65642 65656 65658 65659 66861"
"H06quad_0x10","181342 181343 181344 181345 181346 65693 65694 65695 66859"
"H06quad_0x15","181444 181448 20331"
"H06quad_0x5","181340 181341 20327 65643"
"H06quad_10x0","181367 181368 65726 65727 65728 65730 65731 9806"
"H06quad_10x10","181428 181429 181430 181431 65716 65717"
"H06quad_10x15","181434 181436 181437 181438 181439 181450 65698 9844 9846"
"H06quad_10x5","181331 181332 181333 181335 181336 189430 189431"
"H06quad_15x0","181369 181370 181371 181372 181373 65722 65723 65742 9866"
"H06quad_15x10","181432 181433 181435 65701 65704 65706 65709 65711 65712"
"H06quad_15x15","68526"
"H06quad_15x5","181326 181327 181328 181329 181330 65737 65741"
"H06quad_5x0","181364 181365 181366 65654 9808"
"H06quad_5x10","181347 181348 181349 181350 181426 181427 65692 9822 9824 9826 9836"
"H06quad_5x15","181441 181443 181449 189434 65668 65671 65673 65675 65679 65680 65681 65762 9852"
"H06quad_5x5","181337 181338 181339 65646 65647 65648 65649 65651 65735 9812 9816"
"H07quad_0x0","181811 181813 20367 65743 65749 9898 9900 9922"
"H07quad_0x10","181858 181859 181860 65773 65775 65802 9928"
"H07quad_0x15","181381 181382 181383 65776 9948 9952 9954 9958 9960"
"H07quad_0x5","181861 181862 181863 181864 181865 65745 65747 65748 9892 9924 9926"
"H07quad_10x0","181817 181818 181819 20566 65859 65860 65862 65867 9906"
"H07quad_10x10","181397 181398 181399 20598 51030 65837 65838 65840 65841 65842"
"H07quad_10x15","181386 181387 181388 181389 4986 51032 65849 65850 65852 65853 9976"
"H07quad_10x5","181869 181870 20564 20568 20572 20576 20582 65868 65869 65870 65872 65878 65879 65880 65881 65882"
"H07quad_15x0","181820 181821 181822 181823 181824 181825 20618 65897"
"H07quad_15x10","181395 181396 20612 20614 20616 65833"
"H07quad_15x15","181390 181391 181392 181393 181394 65821 65825 65828"
"H07quad_15x5","181871 181872 181873 181874 181875 20578 20580 20584 20588 65834 65885 65886 65888 65889"
"H07quad_5x0","181814 181815 181816 65757 65759 65760 65761 65763 65764 65766 9904"
"H07quad_5x10","181400 181851 181852 181853 181854 181855 181856 181857 65792 65795 65804 65805 65807 65808 65844 65845 65848 82478"
"H07quad_5x15","18138 181384 65782 65785 65786 65787 65788 65791 9964"
"H07quad_5x5","181866 181867 181868 65753 9994"
"H08quad_0x0","181846 181847 181848 65901 65938"
"H08quad_0x10","190759 190760 190761 190762 190763 190764 190765 190766 190767 190768 4876 4878 51019 65911 65979"
"H08quad_0x15","190539 190540 190541 190542 190543 190544 5077"
"H08quad_0x5","190756 190757 190758 5057 5061 65903 65912"
"H08quad_10x0","190732 190733 190734 190735 190736 190737 190738 190739 190740 4978 4990 66024 66031 66037"
"H08quad_10x10","180805 180806 180807 180808 180809 5093 66010 66013 66016"
"H08quad_10x15","180819 180820 180821 180822 180823 180824 180825 190550 5020 65989 65991 66017"
"H08quad_10x5","190751 190799 190800 4992 51611 66042 66043 66044"
"H08quad_15x0","189432 190726 190727 190728 190729 190730 190731 66053 66054 66056"
"H08quad_15x10","180810 180811 180812 5008 66004"
"H08quad_15x15","180813 180814 180815 180816 180817 180818 65994"
"H08quad_15x5","5014 66049"
"H08quad_5x0","181849 190741 190742 190743 190744 190745 190746 190747 190748 190749 190750 65926 65934 65936"
"H08quad_5x10","5069 65974 65975 65976 65977"
"H08quad_5x15","190525 190526 190527 190528 190545 190546 190547 190548 190549 5083 5089 65960 65961 65962 65963 65966 65967"
"H08quad_5x5","189427 190752 190753 190754 190755 5101 5103 65913 65922 65923"
"H09quad_0x0","181376 5109 66058 66093 66097 66098"
"H09quad_0x10","181889 181890 181891"
"H09quad_0x15","181843 181844 181845 181850 50426 5125 5127 66103 66105 66106 66107"
"H09quad_0x5","181888 5115 66068"
"H09quad_10x0","181876 181877 181879 5030 66147 66148 66151 66154"
"H09quad_10x10","181897 181898 181899 5040 5042 66138 66140 66141"
"H09quad_10x15","181833 181834 181835 181837 181838 181839 66268"
"H09quad_10x5","181882 181883 5038 66155 66157 66158 66159 66160"
"H09quad_15x0","5072 5076 65998 66143 66145 66146 66172"
"H09quad_15x10","181826 181827 181828 181878 181900 66132 66133 66135 66165"
"H09quad_15x15","181829 181830 181831 181832 181836 50228 66124 66125 66126"
"H09quad_15x5","181880 181881 5060 5068 5078 66164 66168 66169"
"H09quad_5x0","181377 181378 181379 181380 5153 66082 66083 66087 66088 66090"
"H09quad_5x10","181892 181893 181894 181895 181896 5137 66114 66115 66119"
"H09quad_5x15","181840 181841 181842 66109 66110"
"H09quad_5x5","181884 181885 181886 181887 5149 66060 66074 66075 66077 66080 66081"
"H10quad_0x0","190724 190725 22077 22079 22081 51015 66178 66210 66211"
"H10quad_0x10","190778 190779 22097 66214 66215 66216 66218 66250 66251"
"H10quad_0x15","66219 66220 66223 66225"
"H10quad_0x5","190701 190702 190776 190777 22093 66179 66180 66181 66184 66185 66186 66187 66188 66189 66190 66191 66192"
"H10quad_10x0","190717 190718 190719 21972 66267 66269 66270 66271 66272"
"H10quad_10x10","190786 21982 21986 21992"
"H10quad_10x15","190791 190792 190793 190794 21998 22000 66252"
"H10quad_10x5","190708 190709 190710 21980 66274 66275 66278"
"H10quad_15x0","190714 190715 190716 22022 66265 66288 66289"
"H10quad_15x10","190787"
"H10quad_15x15","190788 190789 190790 22004 22006 66256"
"H10quad_15x5","190711 190712 190713 22016 66284 66285 66286"
"H10quad_5x0","190720 190721 190722 190723 22135 66205 66207 66208"
"H10quad_5x10","190780 190781 190782 190783 190784 190785 22123 66238 66243 66244 66245 66246"
"H10quad_5x15","190795 190796 190797 190798 22111 22113 22115 66227 66228 66230 66237"
"H10quad_5x5","190703 190704 190705 190706 190707 22131 66193 66202 66203"
"H11quad_0x0","190769 190770 190775 22215 22219 66290 66291 66293 66294 66295 66296 66319 66320 66321 66322 66323"
"H11quad_0x10","190510 22229 22231 22233"
"H11quad_0x15","180802 180804 189402 22241 66326 66327 66329 66330"
"H11quad_0x5","190511 190513 66298"
"H11quad_10x0","190521 190522 190523 22104 22106 22110 22112 66360 66362 66363"
"H11quad_10x10","22134 22138 66350"
"H11quad_10x15","190503 190504 190506 190507 22142 22144 22150 22152 66339 66351"
"H11quad_10x5","190514 190515 190516 22126 66364 66365 66366 66367 66368"
"H11quad_15x0","190520 22118 22180 22182 66352 66353 66354 66356 66357 66374 66376"
"H11quad_15x10","190505 190508 22166 66349"
"H11quad_15x15","22158 66340 66341 66342 66344 66345"
"H11quad_15x5","190517 190518 190519 22120 22178 50893 66371 66372"
"H11quad_5x0","190524 190771 190772 190773 190774 22221 22265 66312 66313 66314 66315 66316 66318"
"H11quad_5x10","189401 190501 190502 190509 22132 66331 66333 66335 66336 66369"
"H11quad_5x15","180801 22249"
"H11quad_5x5","66310 66311"
"H12quad_0x0","190537 190538 22353 22357 66378 66379"
"H12quad_0x10","180841 180842 180843 180844 22371 22373 22381 50226 66392 66409"
"H12quad_0x15","180882 180883 180884 180885 22389 66393 66394 66395 66396 66397"
"H12quad_0x5","180837 180838 180839 180840 22365 22407 66381"
"H12quad_10x0","190530 190531 190532 22268 22270 22338 66384 66386 66444 66445 66446 66448 66449 66450 66451"
"H12quad_10x10","180848 180849 180850 22288 22290 66434"
"H12quad_10x15","180880 180881 22296 22298 66410 66411 66412 66437 66438 66439 66440 66499 69566 69569"
"H12quad_10x5","180830 180831 180832 180833 180834 22274 22276 66432 66453 66459 66462 66464"
"H12quad_15x0","180826 180827 22334 66441 66443 66476"
"H12quad_15x10","180876 180877 22318 66424 66426 66428"
"H12quad_15x15","180878 180879 22306 22308 22312 66413 66415 66417 66418 66420 66421 66422 66423"
"H12quad_15x5","180828 180829 22320 66465 66466 66467 66468 66469 66470 66471"
"H12quad_5x0","190529 190533 190534 190535 190536 22425 22427 22431 22433 66382 66383 66385 66387 66388 66389 66390"
"H12quad_5x10","180845 180846 180847 22395 22399 22401 22405 66400 66404"
"H12quad_5x15","22391 66398 66401 66402"
"H12quad_5x5","180835 180836 22415 22417 22423"
"H13quad_0x0","180886 180887 180888 180889 180890 180891 180892 180893 180894 180895 22511 22513 22517 22521 66479 66481 69502 69503 69504 69505"
"H13quad_0x10","190568 190569 190570 22533 22535 22539 66486 69506 69507 69508 69509"
"H13quad_0x15","182738 182739 22543 22547 22549 22551 22553 50283 69513 69514 69516 69623"
"H13quad_0x5","190571 190572 190573 190574 22523 22527 22531 66482 66483 66485 66491 66492"
"H13quad_10x0","180899 180900 190576 190577 190578 190579 190580 69561 69562 69564 69565 69568 69570 69573 69574 69575 69577 69578 69580"
"H13quad_10x10","190561 190562 190563 190564 22428 22430 22436 69547 69548 69549"
"H13quad_10x15","182733 182734 182735 182736 22438 22440 22442 22444 69526 69552 69554 69555 69556"
"H13quad_10x5","181322 181325 22424 22476 69582 69583 69584 69585 69586"
"H13quad_15x0","190581 22478 22482 22484 69557 69558 69559 69593 69594"
"H13quad_15x10","182726 182727 182728 182729 182730 22458 69538 69539 69542 69544"
"H13quad_15x15","182731 182732 22450 22456 69531 69533 69534 69536 69537"
"H13quad_15x5","190582 190583 190584 22462 22466 22472 22474 69588 69589 69590 69591 69592"
"H13quad_5x0","180896 180897 180898 22577 22579 69501"
"H13quad_5x10","190565 190566 190567 22432 22561 22563 22567 22569 50284 69521 69522 69523 69524"
"H13quad_5x15","182737 22557 50276 50277 69517 69518 69519 69520"
"H13quad_5x5","181323 181324 190575"
"H14quad_0x0","181309 190585 190586 22584 22672 69620 69622"
"H14quad_0x10","181310 22592 69632"
"H14quad_0x15","22602 22604 22606 22608 22610 22614 22616 22618 22622 69633 69637"
"H14quad_0x5","181307 181308 22588 22590 69595 69596 69597 69600 69601 69602 69679"
"H14quad_10x0","190587 190588 190589 190590 190591 190592 22664 22903 69612 69718 69720 69721 69722 69724 69728 69729 69731 69732"
"H14quad_10x10","181311 181312 22947 69660"
"H14quad_10x15","181314 181315 181316 181317 181318 22674 22939 22945 22951 22961 22963 69680 69681 69702 69705 69707"
"H14quad_10x5","181305 22913 22931 22959 69610 69734 69735"
"H14quad_15x0","181301 190593 190594 190595 190596 190597 190598 190599 190600 22909 69709 69712 69716 69756 69757 69759"
"H14quad_15x10","181313 69690 69693 69694 69697 69699"
"H14quad_15x15","69686"
"H14quad_15x5","181302 181303 181304 22915 22921 69736 69738 69741 69744 69746 69747 69748 69750 69751 69753 69754 69755"
"H14quad_5x0","22576 22586 22656 22668 50270 69614 69618 69619"
"H14quad_5x10","22632 69655 69661 69665 69666 69667 69668 69672"
"H14quad_5x15","181319 181320 181321 22624 22626 22646 69639 69640 69641 69643 69644 69645 69646 69647 69648 69649 69650 69651 69652 69653"
"H14quad_5x5","181306 22578 22580 22640 69603 69609"
"H15quad_0x0","189426 190559 22678 22732 22738 22740 22742 67946 67947 69761 69762 69764 69801 69802 69803 69805"
"H15quad_0x10","182706 182707 22790 22804 69772 69774 69775 69777 69806 69807 69844 69845 69847"
"H15quad_0x15","182723 182724 182725 189405 22778 22780 69808 69811 69814 69815 69818"
"H15quad_0x5","182703 182704 182705 69765 69768 69769 69770 69773"
"H15quad_10x0","23061 23065 69683 69880 69882"
"H15quad_10x10","182710 182711 23083 23085 69865 69866 69868 69869 69870 69871 69872 69873 69874"
"H15quad_10x15","182716 182717 182718 182719 22814 23115 23129 23131 69848 69849 69850 69851 69853 69877"
"H15quad_10x5","190553 23067 23071 23075 23077 23079 69883 69884 69885 69886 69890"
"H15quad_15x0","190556 23087 23093"
"H15quad_15x10","182712 23101 23103 23105 69862"
"H15quad_15x15","182713 182715 189403 69857 69859 69860"
"H15quad_15x5","190554 190555 23099 69895"
"H15quad_5x0","190557 190558 22748 22750 22754 22756 22758 69788 69790 69793 69795 69796 69797 69799 69800"
"H15quad_5x10","182708 182709 22788 22800 22816 69783 69828 69833 69834 69835 69837 69838 69839 69840 69842 69843"
"H15quad_5x15","182720 182721 182722 22812 69816 69817 69819 69820 69821 69823 69824 69829"
"H15quad_5x5","182701 182702 190551 190552 22760 22762 22764 22796 22798 69781 69785 69786 69787 69789"
"I00quad_0x0","190849"
"I00quad_0x10","190837 190838 190839 51079"
"I00quad_0x5","65128 67802"
"I00quad_10x0","190848 67842 67844"
"I00quad_10x10","190831 190832 190833 190834 190835 20545 67834"
"I00quad_10x15","188629 188630 188631 188632 67837 67838"
"I00quad_10x5","190843 20515 20519 67854"
"I00quad_15x0","190847 20523 20525 67865"
"I00quad_15x10","188626 190827 190828 190829 190830 20547 20553 67841"
"I00quad_15x15","188627 188628"
"I00quad_15x5","190844 190845 190846"
"I00quad_5x0","67811"
"I00quad_5x10","190836 20509 20511 67824 67826"
"I00quad_5x15","188633 188634 188635"
"I00quad_5x5","190840 190841 190842"
"I01quad_0x0","190882 190883 20579 67867"
"I01quad_0x10","190808 190809 190810 20641 65168 65170 65171 65172 65174 67886 67892 67893"
"I01quad_0x15","190825 190850 65367 9352"
"I01quad_0x5","190805 190806 190807 65191 65195 67871 67884 67890"
"I01quad_10x0","190890 190891 190892 190893 67976 67977 67978"
"I01quad_10x10","20631 67900"
"I01quad_10x15","190821 190822 20613 20615 20619 20621 20625 20651 67999"
"I01quad_10x5","190898 190899 20589"
"I01quad_15x0","190894 190895"
"I01quad_15x10","190817 190818 190819 20629 51089 67969 67972 67974 67975"
"I01quad_15x15","190820 20605 50463 67961 67964 67965 67968"
"I01quad_15x5","190896 190897 67982"
"I01quad_5x0","190884 190885 190886 190887 190888 190889 51093 67821 67879"
"I01quad_5x10","190811 190812 190813 190815 190816 20633 67881 67891 67956 67957"
"I01quad_5x15","190823 190824 20635 67899"
"I01quad_5x5","190801 190802 190803 190804 190900 20583 67874 67875 67883"
"I02quad_0x0","192464 20661 20663 20673"
"I02quad_0x10","192441 68004"
"I02quad_0x15","192214 192215 20781 68005 68006 68007 68009"
"I02quad_0x5","20687"
"I02quad_10x0","192453 192454 192455 192456 50235 68038 68041 68045 68047 68048 68049"
"I02quad_10x10","192225 192440 192444 192445 192449 192450 20719 68021 68025"
"I02quad_10x15","192220 20775 20789 68028"
"I02quad_10x5","192428 192429 192430 192431 20713 20715 67993 67997 68052"
"I02quad_15x0","192452 20645"
"I02quad_15x10","192223 192224 68035 68036 68037"
"I02quad_15x15","189424 192222 20765 68033"
"I02quad_15x5","192426 192427 192451 192474 20745 20747 68054 68058"
"I02quad_5x0","192457 192458 192459 192460 192461 192462 192463 20665"
"I02quad_5x10","192442 192443 192446"
"I02quad_5x15","192216 192217 192218 192219"
"I02quad_5x5","192432 192433 192434 192435 192436 192437 192438 192439 192447 192448 20671 20691 20705 50419 67991 67992"
"I03quad_0x0","184868 184869 18487 184870 184873 184874 68070 68071"
"I03quad_0x10","20835 68087 68091 68093"
"I03quad_0x15","192465 192466 192467 192468 192486 20831 68096 68099 68100"
"I03quad_0x5","192487 192488 50439 68075 68113 68114"
"I03quad_10x0","192496 192497 192498 51094 68122 68125 68126 68127"
"I03quad_10x10","192481"
"I03quad_10x15","192470 192472 68117"
"I03quad_10x5","192492"
"I03quad_15x0","192494 192495 20809 68134 68135 68137 68138"
"I03quad_15x10","192477 192479 192480 68133"
"I03quad_15x15","192473 192476 192478"
"I03quad_15x5","192493"
"I03quad_5x0","192499 192500 20815 20817"
"I03quad_5x10","192482 192483 192484 192485 68112"
"I03quad_5x15","192469 192471 20833 20869 20871 68104"
"I03quad_5x5","192489 192490 192491 20837"
"I04quad_0x0","180546 180555 180556 180557 20879 20883 68141 68142 68149 68150 68151"
"I04quad_0x10","180591 20891 20897 20899 50404 68189 68192 68194 68195 68196 68198 68301"
"I04quad_0x15","182812 182813 182814 20905 68302 68303 68304 68306 68310 68399"
"I04quad_0x5","180586 180587 180588 180589 180590 20881 20889 20893 20949 68154 68157 68159 68161 68162 68163 68164 68165 68166"
"I04quad_10x0","180547 180548 180551 68368 68370 68372"
"I04quad_10x10","180594 180595 180596 180597 180598 180599 68327 68329 68330 68332 68333 68334 68336 68361"
"I04quad_10x15","182806 182807 182808 182809 182810 20919 20921 20923 68335 68339 68342"
"I04quad_10x5","180581 180582 180584 180585 20941 68369 68374 68381 68382 68383 68384"
"I04quad_15x0","180549 180550 180576 68394"
"I04quad_15x10","180600 182801 189422 68353 68355 68356 68358 68364"
"I04quad_15x15","182802 182803 182804 182805 20973 68346 68348 68349 68350"
"I04quad_15x5","180577 180578 180579 180580 68365 68386"
"I04quad_5x0","180552 180553 180554 20953 68143 68177 68181 68182 68183 68184 68371"
"I04quad_5x10","180592 180593 68316 68318 68320 68321 68324"
"I04quad_5x15","182811 20915 68312 68313 68315"
"I04quad_5x5","180583 20945 20947 50403 68167 68169 68170 68171 68172 68325 68326 68377 68378 68379 68380"
"I05quad_0x0","182815 182816 182817 21043 21045 68396 68400 68401 68404"
"I05quad_0x10","183129 183130 183131 21053 21055 68426 68444"
"I05quad_0x15","182851 182852 182853 182854 182855 183132 68429 68430 68432 68434 68435 68436"
"I05quad_0x5","182837 182838 182839 182840 182841 182842 182843 182844 21031 21039"
"I05quad_10x0","182823 182824 182825 182850 189412 51305 68467"
"I05quad_10x10","183125 183126 21013"
"I05quad_10x15","182864 182865 182866 182867 182868 182869 182870 21067 21071 21073 21075 68455 68458"
"I05quad_10x5","182826 182827 183101 183102 20999 21001 21005 68471"
"I05quad_15x0","182845 182846 182847 182848 68479 68481 68483"
"I05quad_15x10","183119 183120 183121 183122 183123 183124 20991 68466"
"I05quad_15x15","182871 21077 21083 68459 68460"
"I05quad_15x5","183103 183105 183106 183116 183117 183118 21003 68474"
"I05quad_5x0","182818 182819 182820 182821 21033 68420"
"I05quad_5x10","183104 183127 183128 51303 68447"
"I05quad_5x15","182856 182857 182858 182859 182860 182861 182862 182863 50239 68443 68453 68454"
"I05quad_5x5","182828 182829 182830 182831 182832 182833 182834 182835 182836 68450"
"I06quad_0x0","181374 181375 21141 21143 21147 21151 68486"
