"tag","quad","dx","dy","gx","gy","fam","gen","epitsp","species","status","data","dap","alt","qindex","subquad","nfuste","arv_key0","arv_key","dbhcm","tagchar"
"61886","F06",13.7,14.7,113.699999809265,134.699999809265,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-05-22","17","3","10x10","F06quad_10x10",1,"arv_61886","arv_61886.1",1.7,"061886"
"61887","F06",10.6,15.4,110.60000038147,135.39999961853,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","26","4","10x15","F06quad_10x15",1,"arv_61887","arv_61887.1",2.6,"061887"
"61888","F06",16.8,2.6,116.799999237061,122.599999904633,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-05-22","27","6","15x0","F06quad_15x0",1,"arv_61888","arv_61888.1",2.7,"061888"
"61889","F06",18.1,1.3,118.10000038147,121.299999952316,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-05-22","20","4","15x0","F06quad_15x0",1,"arv_61889","arv_61889.1",2,"061889"
"61890","F06",17.6,0.7,117.60000038147,120.699999988079,"Rubiaceae","Psychotria","hastisepala","Psychotria hastisepala","A","2009-05-22","11","2","15x0","F06quad_15x0",1,"arv_61890","arv_61890.1",1.1,"061890"
"61891","F06",16.2,1.5,116.200000762939,121.5,"Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia","A","2009-05-22","34; 17","5","15x0","F06quad_15x0",2,"arv_61891","arv_61891.1",3.4,"061891"
"61892","F06",15.8,1.4,115.800000190735,121.399999976158,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","30","5","15x0","F06quad_15x0",1,"arv_61892","arv_61892.1",3,"061892"
"61893","F06",14.6,3.3,114.60000038147,123.299999952316,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-05-22","32","3","10x0","F06quad_10x0",1,"arv_61893","arv_61893.1",3.2,"061893"
"61894","F06",14.7,0.9,114.699999809265,120.899999976158,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","29","3","10x0","F06quad_10x0",1,"arv_61894","arv_61894.1",2.9,"061894"
"61895","F06",12.9,3.3,112.89999961853,123.299999952316,"Ochnaceae","Ouratea","parviflora","Ouratea parviflora","A","2009-05-22","19","2","10x0","F06quad_10x0",1,"arv_61895","arv_61895.1",1.9,"061895"
"61896","F06",12.5,3.5,112.5,123.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","21","3","10x0","F06quad_10x0",1,"arv_61896","arv_61896.1",2.1,"061896"
"61897","F06",11.3,3.6,111.300000190735,123.599999904633,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","67; 31; 17; 16","6","10x0","F06quad_10x0",4,"arv_61897","arv_61897.1",6.7,"061897"
"61898","F06",10.3,5.4,110.300000190735,125.400000095367,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","32","2","10x5","F06quad_10x5",1,"arv_61898","arv_61898.1",3.2,"061898"
"61899","F06",13.1,8.5,113.10000038147,128.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","37","6","10x5","F06quad_10x5",1,"arv_61899","arv_61899.1",3.7,"061899"
"61900","F06",13.6,8.8,113.60000038147,128.800000190735,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","A","2009-05-22","25; 21","4","10x5","F06quad_10x5",2,"arv_61900","arv_61900.1",2.5,"061900"
"61901","F06",14.8,8.1,114.800000190735,128.10000038147,"Arecaceae","Bactris","hatschbachii","Bactris hatschbachii","A","2009-05-22","17","3","10x5","F06quad_10x5",1,"arv_61901","arv_61901.1",1.7,"061901"
"61902","F06",16.4,7.7,116.39999961853,127.699999809265,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-05-22","15","2","15x5","F06quad_15x5",1,"arv_61902","arv_61902.1",1.5,"061902"
"61903","F06",18.8,9.4,118.799999237061,129.39999961853,"Myrtaceae","Myrcia","pubipetala","Myrcia pubipetala","A","2009-05-22","10","2","15x5","F06quad_15x5",1,"arv_61903","arv_61903.1",1,"061903"
"61904","F06",18.8,5.2,118.799999237061,125.199999809265,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","33","7","15x5","F06quad_15x5",1,"arv_61904","arv_61904.1",3.3,"061904"
"61905","F06",17.5,4.2,117.5,124.199999809265,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","35","6","15x0","F06quad_15x0",1,"arv_61905","arv_61905.1",3.5,"061905"
"61906","F06",19.1,3,119.10000038147,123,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","23","5","15x0","F06quad_15x0",1,"arv_61906","arv_61906.1",2.3,"061906"
"61907","F06",19.7,2.7,119.700000762939,122.700000047684,"Melastomataceae","Miconia","cubatanensis","Miconia cubatanensis","A","2009-05-22","29; 23","4","15x0","F06quad_15x0",2,"arv_61907","arv_61907.1",2.9,"061907"
"61908","F07",2.6,2.9,102.599999904633,142.900000095367,"Aquifoliaceae","Ilex","theezans","Ilex theezans","A","2009-05-22","21","4","0x0","F07quad_0x0",1,"arv_61908","arv_61908.1",2.1,"061908"
"61909","F07",2.1,2.9,102.099999904633,142.900000095367,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","A","2009-05-22","10","2","0x0","F07quad_0x0",1,"arv_61909","arv_61909.1",1,"061909"
"61910","F07",1.2,1.9,101.200000047684,141.899999976158,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","46","8","0x0","F07quad_0x0",1,"arv_61910","arv_61910.1",4.6,"061910"
"61911","F07",0.9,1.4,100.899999976158,141.399999976158,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-05-22","20","4","0x0","F07quad_0x0",1,"arv_61911","arv_61911.1",2,"061911"
"61912","F07",0.7,3.8,100.699999988079,143.799999952316,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","46","6","0x0","F07quad_0x0",1,"arv_61912","arv_61912.1",4.6,"061912"
"61913","F07",0.5,4.3,100.5,144.300000190735,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","40","9","0x0","F07quad_0x0",1,"arv_61913","arv_61913.1",4,"061913"
"61914","F07",1.6,4.2,101.600000023842,144.199999809265,"Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","A","2009-05-22","21","3","0x0","F07quad_0x0",1,"arv_61914","arv_61914.1",2.1,"061914"
"61915","F07",2.7,5.1,102.700000047684,145.099999904633,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","20","4","0x5","F07quad_0x5",1,"arv_61915","arv_61915.1",2,"061915"
"61916","F07",2,5.6,102,145.599999904633,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","15","3","0x5","F07quad_0x5",1,"arv_61916","arv_61916.1",1.5,"061916"
"61917","F07",0.9,8,100.899999976158,148,"Olacaceae","Heisteria","silvianii","Heisteria silvianii","A","2009-05-22","28","4","0x5","F07quad_0x5",1,"arv_61917","arv_61917.1",2.8,"061917"
"61918","F07",1.2,7.5,101.200000047684,147.5,"Rubiaceae","Rudgea","villiflora","Rudgea villiflora","A","2009-05-22","19","2","0x5","F07quad_0x5",1,"arv_61918","arv_61918.1",1.9,"061918"
"61919","F07",4.8,5.7,104.800000190735,145.699999809265,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","35","4","0x5","F07quad_0x5",1,"arv_61919","arv_61919.1",3.5,"061919"
"61920","F07",3.3,7.3,103.299999952316,147.300000190735,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","20","3","0x5","F07quad_0x5",1,"arv_61920","arv_61920.1",2,"061920"
"61921","F07",3.7,8.3,103.700000047684,148.300000190735,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","24","5","0x5","F07quad_0x5",1,"arv_61921","arv_61921.1",2.4,"061921"
"61922","F07",1.9,8.8,101.899999976158,148.800000190735,"Sapindaceae","Matayba","guianensis","Matayba guianensis","A","2009-05-22","18","2","0x5","F07quad_0x5",1,"arv_61922","arv_61922.1",1.8,"061922"
"61923","F07",4.7,9.7,104.699999809265,149.699999809265,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-05-22","21","3","0x5","F07quad_0x5",1,"arv_61923","arv_61923.1",2.1,"061923"
"61924","F07",5.6,6.1,105.599999904633,146.099999904633,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-05-22","19","4","5x5","F07quad_5x5",1,"arv_61924","arv_61924.1",1.9,"061924"
"61925","F07",9.5,9.6,109.5,149.60000038147,"Arecaceae","Bactris","setosa","Bactris setosa","A","2009-05-22","21","3","5x5","F07quad_5x5",1,"arv_61925","arv_61925.1",2.1,"061925"
"61926","F07",8.8,9,108.800000190735,149,"Bignoniaceae","Tabebuia","alba","Tabebuia alba","A","2009-05-22","44","4","5x5","F07quad_5x5",1,"arv_61926","arv_61926.1",4.4,"061926"
"61927","F07",6.1,5.3,106.099999904633,145.300000190735,"Anacardiaceae","Tapirira","guianensis","Tapirira guianensis","A","2009-05-22","40; 31","5","5x5","F07quad_5x5",2,"arv_61927","arv_61927.1",4,"061927"
"61928","F07",7.4,6.6,107.400000095367,146.599999904633,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","A","2009-05-22","26","4","5x5","F07quad_5x5",1,"arv_61928","arv_61928.1",2.6,"061928"
"61929","F07",6.7,4.2,106.699999809265,144.199999809265,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","15","4","5x0","F07quad_5x0",1,"arv_61929","arv_61929.1",1.5,"061929"
"61930","F07",7.4,4.1,107.400000095367,144.099999904633,"Sapindaceae","Matayba","guianensis","Matayba guianensis","A","2009-05-22","19","4","5x0","F07quad_5x0",1,"arv_61930","arv_61930.1",1.9,"061930"
"61931","F07",8.1,0.8,108.10000038147,140.800000011921,"Sapindaceae","Matayba","guianensis","Matayba guianensis","A","2009-05-22","30; 14","2","5x0","F07quad_5x0",2,"arv_61931","arv_61931.1",3,"061931"
"61932","F07",4,1,104,141,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-05-22","17","3","0x0","F07quad_0x0",1,"arv_61932","arv_61932.1",1.7,"061932"
"61933","F07",2.4,0.3,102.400000095367,140.300000011921,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","29","4","0x0","F07quad_0x0",1,"arv_61933","arv_61933.1",2.9,"061933"
"61934","F07",3.5,3,103.5,143,"Primulaceae","Myrsine","umbellata","Myrsine umbellata","A","2009-05-22","11","2","0x0","F07quad_0x0",1,"arv_61934","arv_61934.1",1.1,"061934"
"61935","F07",3.4,14.1,103.400000095367,154.10000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","35","5","0x10","F07quad_0x10",1,"arv_61935","arv_61935.1",3.5,"061935"
"61936","F07",1.1,14.4,101.100000023842,154.39999961853,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","52","6","0x10","F07quad_0x10",1,"arv_61936","arv_61936.1",5.2,"061936"
"61937","F07",1.4,13,101.399999976158,153,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","38","6","0x10","F07quad_0x10",1,"arv_61937","arv_61937.1",3.8,"061937"
"61938","F07",2.1,16.9,102.099999904633,156.89999961853,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","16; 15","3","0x15","F07quad_0x15",2,"arv_61938","arv_61938.1",1.6,"061938"
"61939","F07",2.4,15.3,102.400000095367,155.300000190735,"Myrtaceae","Myrcia","splendens","Myrcia splendens","A","2009-05-22","24","4","0x15","F07quad_0x15",1,"arv_61939","arv_61939.1",2.4,"061939"
"61940","F07",3.3,16.6,103.299999952316,156.60000038147,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-05-22","35","5","0x15","F07quad_0x15",1,"arv_61940","arv_61940.1",3.5,"061940"
"61941","F07",4.5,16,104.5,156,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","23","5","0x15","F07quad_0x15",1,"arv_61941","arv_61941.1",2.3,"061941"
"61942","F07",3.9,16.5,103.900000095367,156.5,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-05-22","40","5","0x15","F07quad_0x15",1,"arv_61942","arv_61942.1",4,"061942"
"61943","F07",3.6,16.9,103.599999904633,156.89999961853,"Rubiaceae","Cordiera","myrciifolia","Cordiera myrciifolia","A","2009-05-22","29","5","0x15","F07quad_0x15",1,"arv_61943","arv_61943.1",2.9,"061943"
"61944","F07",1.6,19.2,101.600000023842,159.200000762939,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","16; 11","5","0x15","F07quad_0x15",2,"arv_61944","arv_61944.1",1.6,"061944"
"61945","F07",2.9,19.3,102.900000095367,159.299999237061,"Lauraceae","Ocotea","aciphylla","Ocotea aciphylla","A","2009-05-22","49; 19","7","0x15","F07quad_0x15",2,"arv_61945","arv_61945.1",4.9,"061945"
"61946","F07",4.1,19.5,104.099999904633,159.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","15","3","0x15","F07quad_0x15",1,"arv_61946","arv_61946.1",1.5,"061946"
"61947","F07",5.1,19.6,105.099999904633,159.60000038147,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","30","4","5x15","F07quad_5x15",1,"arv_61947","arv_61947.1",3,"061947"
"61948","F07",5,17.2,105,157.200000762939,"Myrtaceae","Myrcia","splendens","Myrcia splendens","A","2009-05-22","16","4","5x15","F07quad_5x15",1,"arv_61948","arv_61948.1",1.6,"061948"
"61949","F07",5.8,16.6,105.800000190735,156.60000038147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","15","3","5x15","F07quad_5x15",1,"arv_61949","arv_61949.1",1.5,"061949"
"61950","F07",6,16.8,106,156.799999237061,"Bignoniaceae","Tabebuia","alba","Tabebuia alba","A","2009-05-22","24","4","5x15","F07quad_5x15",1,"arv_61950","arv_61950.1",2.4,"061950"
"61951","F07",5.7,18.7,105.699999809265,158.700000762939,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","31","2","5x15","F07quad_5x15",1,"arv_61951","arv_61951.1",3.1,"061951"
"61952","F07",9.6,19.6,109.60000038147,159.60000038147,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-05-22","34","4","5x15","F07quad_5x15",1,"arv_61952","arv_61952.1",3.4,"061952"
"61953","F07",7,16.4,107,156.39999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","34","4","5x15","F07quad_5x15",1,"arv_61953","arv_61953.1",3.4,"061953"
"61954","F07",8.2,17.1,108.199999809265,157.10000038147,"Ochnaceae","Ouratea","parviflora","Ouratea parviflora","A","2009-05-22","11","2","5x15","F07quad_5x15",1,"arv_61954","arv_61954.1",1.1,"061954"
"61955","F07",9.9,18.8,109.89999961853,158.799999237061,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","29","2","5x15","F07quad_5x15",1,"arv_61955","arv_61955.1",2.9,"061955"
"61956","F07",9.9,18.3,109.89999961853,158.299999237061,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","27","4","5x15","F07quad_5x15",1,"arv_61956","arv_61956.1",2.7,"061956"
"61957","F07",9.8,17,109.800000190735,157,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","19","2","5x15","F07quad_5x15",1,"arv_61957","arv_61957.1",1.9,"061957"
"61958","F07",5.4,14.8,105.400000095367,154.800000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","32","3","5x10","F07quad_5x10",1,"arv_61958","arv_61958.1",3.2,"061958"
"61959","F07",9.8,12.9,109.800000190735,152.89999961853,"Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","A","2009-05-22","16","2","5x10","F07quad_5x10",1,"arv_61959","arv_61959.1",1.6,"061959"
"61960","F07",5.6,13.6,105.599999904633,153.60000038147,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-05-22","78; 12","8","5x10","F07quad_5x10",2,"arv_61960","arv_61960.1",7.8,"061960"
"61961","F07",4,10.9,104,150.89999961853,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","12","2","0x10","F07quad_0x10",1,"arv_61961","arv_61961.1",1.2,"061961"
"61962","F07",3,10.6,103,150.60000038147,"Lauraceae","Ocotea","pulchra","Ocotea pulchra","A","2009-05-22","12","2","0x10","F07quad_0x10",1,"arv_61962","arv_61962.1",1.2,"061962"
"61963","F07",3,11.7,103,151.699999809265,"Podocarpaceae","Podocarpus","sellowii","Podocarpus sellowii","A","2009-05-22","11","2","0x10","F07quad_0x10",1,"arv_61963","arv_61963.1",1.1,"061963"
"61964","F07",1.1,10.5,101.100000023842,150.5,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","21","5","0x10","F07quad_0x10",1,"arv_61964","arv_61964.1",2.1,"061964"
"61965","F07",1.9,10.5,101.899999976158,150.5,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-05-22","12","2","0x10","F07quad_0x10",1,"arv_61965","arv_61965.1",1.2,"061965"
"61966","F07",2.4,11.8,102.400000095367,151.800000190735,"Urticaceae","Coussapoa","microcarpa","Coussapoa microcarpa","A","2009-05-22","21","4","0x10","F07quad_0x10",1,"arv_61966","arv_61966.1",2.1,"061966"
"61967","F07",3.1,12.3,103.099999904633,152.300000190735,"Ochnaceae","Ouratea","parviflora","Ouratea parviflora","A","2009-05-22","12","2","0x10","F07quad_0x10",1,"arv_61967","arv_61967.1",1.2,"061967"
"61968","F07",3.8,12.9,103.799999952316,152.89999961853,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","24","4","0x10","F07quad_0x10",1,"arv_61968","arv_61968.1",2.4,"061968"
"61969","F07",4.1,13.6,104.099999904633,153.60000038147,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-05-22","43","4","0x10","F07quad_0x10",1,"arv_61969","arv_61969.1",4.3,"061969"
"61970","F07",4.7,14.1,104.699999809265,154.10000038147,"Bignoniaceae","Tabebuia","alba","Tabebuia alba","A","2009-05-22","29","5","0x10","F07quad_0x10",1,"arv_61970","arv_61970.1",2.9,"061970"
"61971","F07",15,16.1,115,156.10000038147,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","31","3","15x15","F07quad_15x15",1,"arv_61971","arv_61971.1",3.1,"061971"
"61972","F07",12.9,19,112.89999961853,159,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","41","6","10x15","F07quad_10x15",1,"arv_61972","arv_61972.1",4.1,"061972"
"61973","F07",14.5,18.2,114.5,158.200000762939,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-05-22","60","6","10x15","F07quad_10x15",1,"arv_61973","arv_61973.1",6,"061973"
"61974","F07",15.6,17.7,115.60000038147,157.700000762939,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-05-22","10","2","15x15","F07quad_15x15",1,"arv_61974","arv_61974.1",1,"061974"
"61975","F07",16,18.3,116,158.299999237061,"Myrtaceae","Myrcia","glabra","Myrcia glabra","A","2009-05-22","11","2","15x15","F07quad_15x15",1,"arv_61975","arv_61975.1",1.1,"061975"
"61976","F07",17.5,19,117.5,159,"Arecaceae","Euterpe","edulis","Euterpe edulis","A","2009-05-22","43","4","15x15","F07quad_15x15",1,"arv_61976","arv_61976.1",4.3,"061976"
"61977","F07",19.5,19.5,119.5,159.5,"Peraceae","Pera","glabrata","Pera glabrata","A","2009-05-22","17","2","15x15","F07quad_15x15",1,"arv_61977","arv_61977.1",1.7,"061977"
"61978","F07",18.3,18.1,118.299999237061,158.10000038147,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","22","5","15x15","F07quad_15x15",1,"arv_61978","arv_61978.1",2.2,"061978"
"61979","F07",16.8,15.5,116.799999237061,155.5,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","29; 17","7","15x15","F07quad_15x15",2,"arv_61979","arv_61979.1",2.9,"061979"
"61980","F07",18.9,16.4,118.89999961853,156.39999961853,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-05-22","20","4","15x15","F07quad_15x15",1,"arv_61980","arv_61980.1",2,"061980"
"61981","F07",19.2,13.7,119.200000762939,153.699999809265,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","20","4","15x10","F07quad_15x10",1,"arv_61981","arv_61981.1",2,"061981"
"61982","F07",19.3,12.9,119.299999237061,152.89999961853,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","36","5","15x10","F07quad_15x10",1,"arv_61982","arv_61982.1",3.6,"061982"
"61983","F07",19.7,10.8,119.700000762939,150.800000190735,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-05-22","24; 10","5","15x10","F07quad_15x10",2,"arv_61983","arv_61983.1",2.4,"061983"
"61984","F07",17.7,12.6,117.700000762939,152.60000038147,"Malpighiaceae","Byrsonima","ligustrifolia","Byrsonima ligustrifolia","A","2009-05-22","38; 21","6","15x10","F07quad_15x10",2,"arv_61984","arv_61984.1",3.8,"061984"
"61985","F07",17.1,11.3,117.10000038147,151.300000190735,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-05-22","12","2","15x10","F07quad_15x10",1,"arv_61985","arv_61985.1",1.2,"061985"
"61986","F07",17.3,10.9,117.299999237061,150.89999961853,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","25","5","15x10","F07quad_15x10",1,"arv_61986","arv_61986.1",2.5,"061986"
"61987","F07",19.1,10.3,119.10000038147,150.300000190735,"Arecaceae","Geonoma","schottiana","Geonoma schottiana","A","2009-05-22","30","3","15x10","F07quad_15x10",1,"arv_61987","arv_61987.1",3,"061987"
"61988","F07",16.4,10.9,116.39999961853,150.89999961853,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","10","2","15x10","F07quad_15x10",1,"arv_61988","arv_61988.1",1,"061988"
"61989","F07",14.8,13.4,114.800000190735,153.39999961853,"Fabaceae","Andira","anthelmia","Andira anthelmia","A","2009-05-22","20","2","10x10","F07quad_10x10",1,"arv_61989","arv_61989.1",2,"061989"
"61990","F07",12.5,13,112.5,153,"Fabaceae","Ormosia","arborea","Ormosia arborea","A","2009-05-22","22","2","10x10","F07quad_10x10",1,"arv_61990","arv_61990.1",2.2,"061990"
"61991","F07",11.9,13.9,111.89999961853,153.89999961853,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","33","5","10x10","F07quad_10x10",1,"arv_61991","arv_61991.1",3.3,"061991"
"61992","F07",12,13.6,112,153.60000038147,"Myrtaceae","Eugenia","stigmatosa","Eugenia stigmatosa","A","2009-05-22","36","5","10x10","F07quad_10x10",1,"arv_61992","arv_61992.1",3.6,"061992"
"61993","F07",12.2,16.1,112.199999809265,156.10000038147,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","21","5","10x15","F07quad_10x15",1,"arv_61993","arv_61993.1",2.1,"061993"
"61994","F07",16.7,1.4,116.700000762939,141.399999976158,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-05-22","35; 19","3","15x0","F07quad_15x0",2,"arv_61994","arv_61994.1",3.5,"061994"
"61995","F07",16,0.8,116,140.800000011921,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-05-22","32","5","15x0","F07quad_15x0",1,"arv_61995","arv_61995.1",3.2,"061995"
"61996","F07",14.1,1.1,114.10000038147,141.100000023842,"Celastraceae","Maytenus","robusta","Maytenus robusta","A","2009-05-22","31","5","10x0","F07quad_10x0",1,"arv_61996","arv_61996.1",3.1,"061996"
"61997","F07",12.5,3.1,112.5,143.099999904633,"Araliaceae","Schefflera","angustissima","Schefflera angustissima","A","2009-05-22","12","2","10x0","F07quad_10x0",1,"arv_61997","arv_61997.1",1.2,"061997"
"61998","F07",11.5,3,111.5,143,"Sapotaceae","Pouteria","beaurepairei","Pouteria beaurepairei","A","2009-05-22","24","4","10x0","F07quad_10x0",1,"arv_61998","arv_61998.1",2.4,"061998"
"61999","F07",10.8,4.1,110.800000190735,144.099999904633,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-05-22","12","2","10x0","F07quad_10x0",1,"arv_61999","arv_61999.1",1.2,"061999"
"62000","F07",11.7,6.4,111.699999809265,146.400000095367,"Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","A","2009-05-22","36","4","10x5","F07quad_10x5",1,"arv_62000","arv_62000.1",3.6,"062000"
"62001","F07",10.4,6.5,110.39999961853,146.5,"Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","A","2009-05-22","36","5","10x5","F07quad_10x5",1,"arv_62001","arv_62001.1",3.6,"062001"
"62002","J02",16.8,8.7,196.799999237061,48.6999998092651,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-06-15","12; 12","3","15x5","J02quad_15x5",2,"arv_62002","arv_62002.1",1.2,"062002"
"62003","J02",19.5,8.7,199.5,48.6999998092651,"Rubiaceae","Posoqueria","latifolia","Posoqueria latifolia","A","2009-06-15","11","2.5","15x5","J02quad_15x5",1,"arv_62003","arv_62003.1",1.1,"062003"
"62004","J02",17.6,4.9,197.60000038147,44.9000000953674,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-15","31","2","15x0","J02quad_15x0",1,"arv_62004","arv_62004.1",3.1,"062004"
"62005","J02",16,4.8,196,44.8000001907349,"Lauraceae","Ocotea","dispersa","Ocotea dispersa","A","2009-06-15","28","4","15x0","J02quad_15x0",1,"arv_62005","arv_62005.1",2.8,"062005"
"62006","J02",17.5,4.2,197.5,44.1999998092651,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","A","2009-06-15","14","2","15x0","J02quad_15x0",1,"arv_62006","arv_62006.1",1.4,"062006"
"62007","J02",19.3,3.9,199.299999237061,43.9000000953674,"Annonaceae","Guatteria","australis","Guatteria australis","A","2009-06-15","14","2","15x0","J02quad_15x0",1,"arv_62007","arv_62007.1",1.4,"062007"
"62008","J03",4.6,0.2,184.599999904633,60.2000000029802,"Myrtaceae","Myrcia","brasiliensis","Myrcia brasiliensis","A","2009-06-22","16","4","0x0","J03quad_0x0",1,"arv_62008","arv_62008.1",1.6,"062008"
"62009","J03",3.5,3.2,183.5,63.2000000476837,"Annonaceae","Xylopia","langsdorffiana","Xylopia langsdorffiana","A","2009-06-22","25; 25","5","0x0","J03quad_0x0",2,"arv_62009","arv_62009.1",2.5,"062009"
"62010","J03",3.3,2.5,183.299999952316,62.5,"Myrtaceae","Marlierea","racemosa","Marlierea racemosa","A","2009-06-22","36; 21","6","0x0","J03quad_0x0",2,"arv_62010","arv_62010.1",3.6,"062010"
"62011","J03",2,0.7,182,60.6999999880791,"Myrtaceae","Myrcia","sp.1","Myrcia sp.1","A","2009-06-22","25","6","0x0","J03quad_0x0",1,"arv_62011","arv_62011.1",2.5,"062011"
"62012","J03",2.5,2.9,182.5,62.9000000953674,"Pentaphylacaceae","Ternstroemia","brasiliensis","Ternstroemia brasiliensis","A","2009-06-22","19","5","0x0","J03quad_0x0",1,"arv_62012","arv_62012.1",1.9,"062012"
